epoch,lr,train_loss,train_pixel_acc,train_macro_f1,val_loss,val_pixel_acc,val_macro_f1,best_val_macro_f1,improved,val_Eagle_TP,val_Eagle_FP,val_Eagle_FN,val_Eagle_precision,val_Eagle_recall,val_Eagle_f1,val_Laptop_TP,val_Laptop_FP,val_Laptop_FN,val_Laptop_precision,val_Laptop_recall,val_Laptop_f1,val_Dog_TP,val_Dog_FP,val_Dog_FN,val_Dog_precision,val_Dog_recall,val_Dog_f1
11,0.0003,1.0781171711853572,0.8677847435360863,0.6382878466954437,1.102451258811398,0.8713705906723485,0.7571790382361513,0.7571790382361513,1,467617,125087,184585,0.7889553638915751,0.7169818553147534,0.7512486836674198,1809029,1060361,545790,0.630457693098531,0.7682242244520672,0.6925561312980322,8270803,2083285,1359355,0.7987958958818964,0.8588439566619771,0.8277322997430014
12,0.0003,0.9815449647392546,0.8859582810174851,0.6809627031240694,1.0402779812398164,0.8716582820391414,0.7576656761273219,0.7576656761273219,1,533483,229156,118719,0.6995223165875244,0.8179720393374933,0.7541243100594919,1847066,1225257,507753,0.601195251931517,0.7843770582792106,0.6806772281503913,8392551,2002574,1237607,0.8073545051165804,0.871486324523439,0.8381954901720828
13,0.0003,1.0241941945893425,0.8772706967308408,0.6497873305834632,1.019275127545647,0.8644182054924242,0.6930586295761384,0.7576656761273219,0,561795,869945,90407,0.39238618743626363,0.861381903152691,0.5391656730553366,1886901,1024293,467918,0.6481536441748622,0.8012934327436598,0.7166336228117625,8129375,1986899,1500783,0.8035937935251648,0.8441580086224953,0.823376592861316
14,0.0003,0.9795381244591305,0.891375475686694,0.6913838264556214,1.084838899149411,0.8618495995107324,0.7114257612235196,0.7576656761273219,0,542540,594852,109662,0.4770035308846864,0.8318588412792228,0.6063274640559452,1509258,366458,845561,0.8046303384947359,0.6409231452608433,0.713506915583632,8801114,3181327,829044,0.7345009251453851,0.913911692829961,0.8144429040309815
15,0.0003,0.916694033571652,0.8973622785295758,0.7353386753108544,1.0963706464871117,0.8517060497553661,0.7592848938342723,0.7592848938342723,1,507458,167888,144744,0.7514044652666818,0.7780687578388171,0.764504178654378,1614286,578503,740533,0.7361793587983124,0.6855244500745039,0.7099494893339118,9307921,4233216,322237,0.6873810522705732,0.9665387629154154,0.8034010135145271
16,0.0003,0.9691279054539544,0.8849032156808035,0.6829549621922175,0.9749364727649136,0.8663182114109849,0.7509433725681958,0.7592848938342723,0,560126,417646,92076,0.5728595214426209,0.8588228800279536,0.6872821236260591,1812961,740829,541858,0.7099099769362371,0.7698939918524491,0.7386862501163298,9108148,3292337,522010,0.7344993361146757,0.945794243458933,0.8268617439621984
17,0.0003,0.9201010984182357,0.8955372643849207,0.7375440821916203,0.9974498053391775,0.8853593059501262,0.7800344261849813,0.7800344261849813,1,504809,152329,147393,0.76819328664602,0.7740071327594706,0.771089246073119,1823803,909742,531016,0.6671933331991949,0.7744981673750689,0.7168524057435963,8807292,2233023,822866,0.797739194941448,0.9145532191683658,0.8521616267382286
18,0.0003,0.8341631654330662,0.9124019949776786,0.7995329637888565,1.0864729630774346,0.8637967319681187,0.70184764167888,0.7800344261849813,0,573434,722699,78768,0.4424191035950752,0.8792276012646254,0.5886400394811054,2055438,1430208,299381,0.5896863881185853,0.8728645386333266,0.7038610747418933,7682537,1585563,1947621,0.8289225407580834,0.7977581468549106,0.813041810813641
19,0.0003,0.8330902124728475,0.9112113734654018,0.7577704616444697,1.1202600701995518,0.8827740293560606,0.7515514638706464,0.7800344261849813,0,423874,164931,228328,0.7198885879026041,0.6499121437836644,0.6831129830944906,1599534,402246,755285,0.7990558403021271,0.6792598496954515,0.734303978484142,8680322,2425148,949836,0.7816258114244595,0.9013685964446265,0.8372374300333069
20,0.0003,0.8503664131675448,0.9134260389539931,0.7980742257770413,1.063541098781254,0.8862827247080177,0.7512761653973946,0.7800344261849813,0,526701,410999,125501,0.5616945718246714,0.8075734205046778,0.6625578131902536,1603268,343515,751551,0.8235473599266029,0.6808455342002903,0.7454283261644151,8679224,2212702,950934,0.7968493359209374,0.9012545796237187,0.8458423568375149
21,0.0003,0.7862710186413356,0.9226706029498388,0.8226812727130176,1.129328770050104,0.8755886994949494,0.7671992662249701,0.7800344261849813,0,476741,117304,175461,0.8025334781034972,0.7309713861656246,0.7650826792620721,1510513,417850,844306,0.7833136188570264,0.6414560949270385,0.705322813458867,8928721,2925249,701437,0.7532262187267214,0.9271624619242999,0.8311923059539711
22,0.00015,0.7576023811527661,0.9331774514818948,0.8387785139496696,0.9962601445723271,0.8888445983270202,0.7557717781115363,0.7800344261849813,0,534866,468538,117336,0.5330514927187799,0.8200925480142529,0.6461271534981498,1809167,545072,545652,0.7684721049986821,0.7682828276822943,0.7683774496841397,8869192,2300557,760966,0.7940368221344986,0.9209809434071582,0.8528107311523194
23,0.00015,0.6997593419040953,0.9413744099934895,0.8684534386997456,1.1575483930283699,0.8950236002604167,0.7842744125368002,0.7842744125368002,1,480763,65861,171439,0.8795131571244423,0.7371381872487245,0.8020563401630796,1376381,272070,978438,0.8349541478636561,0.5844954537907135,0.687628358968249,8925433,2125754,704725,0.8076447353573867,0.9268210345043135,0.8631385384790717
24,0.00015,0.6917156137313162,0.9437731255425347,0.8873559213598862,1.1001001000404358,0.8961226523042929,0.8019221886240686,0.8019221886240686,1,476791,41171,175411,0.9205134739613925,0.7310480495306556,0.8149131183544898,1646892,473442,707927,0.7767134800460647,0.6993709495294513,0.736015947987846,8597603,1887414,1032555,0.8199894191873979,0.8927790177482022,0.8548374995298704
25,0.00015,0.7054725380028997,0.9406232222299727,0.8590194938574477,1.0723543927289438,0.893968962081755,0.7928742490693628,0.8019221886240686,0,475859,53096,176343,0.8996209507424847,0.7296190444064764,0.8057506276968258,1521582,379655,833237,0.8003115866143947,0.6461566685167708,0.7150197222408269,8968146,2310062,662012,0.7951747298861657,0.9312563719099927,0.8578523972704357
26,0.00015,0.6708299052289554,0.9445923093765501,0.8874722027080933,1.024105791596399,0.9005018446180556,0.817464494510323,0.817464494510323,1,480555,40053,171647,0.9230649548220364,0.7368192676501952,0.8194933486325666,1741748,409914,613071,0.809489594555275,0.7396526017498554,0.772996929869087,8882528,2146681,747630,0.8053640111453135,0.9223657597310441,0.8599032050293152
27,0.00015,0.6793785005807876,0.947237795875186,0.8680097584835722,1.0487300658571548,0.8985978929924242,0.810309446851353,0.817464494510323,0,504452,68673,147750,0.8801779716466586,0.7734597563331487,0.8233753062642583,1584945,288705,769874,0.8459130574013244,0.6730644690738411,0.7496543025694189,8801673,2087311,828485,0.8083098478241857,0.9139697396449769,0.8578987317203816
28,0.00015,0.6704227960109711,0.9483068799215649,0.8828629257230451,1.0050487652205038,0.8977261629971591,0.8150859312403927,0.817464494510323,0,574079,159182,78123,0.7829122236147731,0.8802165586735263,0.8287179037595237,1542752,172638,812067,0.8993593293653286,0.6551467437624691,0.7580701581052008,9072285,2433503,557873,0.7884974936093028,0.9420702131782253,0.8584697318564537
29,0.00015,0.6665024309498924,0.9488038417271205,0.8870419199586747,1.0147572703983472,0.8969741605508207,0.8193216047330375,0.8193216047330375,1,488423,37433,163779,0.9288151128825965,0.7488830147714857,0.8292002551465599,1728470,393941,626349,0.8143898613416497,0.7340139518154019,0.7721157898241001,9067856,2472520,562302,0.7857504816134234,0.9416103037977146,0.8566487692284527
30,0.00015,0.6431946997983115,0.9536146763392858,0.89870743544229,1.0751940666333488,0.8981427803424874,0.7874718357567674,0.8193216047330375,0,500725,117857,151477,0.8094723092492053,0.7677452691037322,0.7880568166191199,1442526,282644,912293,0.8361645518992282,0.6125846614962738,0.7071224898120797,9089899,2242857,540259,0.8020907712122269,0.9438992589737355,0.8672362008391026
