epoch,lr,train_loss,train_pixel_acc,train_macro_f1,val_loss,val_pixel_acc,val_macro_f1,best_val_macro_f1,improved,val_Eagle_TP,val_Eagle_FP,val_Eagle_FN,val_Eagle_precision,val_Eagle_recall,val_Eagle_f1,val_Laptop_TP,val_Laptop_FP,val_Laptop_FN,val_Laptop_precision,val_Laptop_recall,val_Laptop_f1,val_Dog_TP,val_Dog_FP,val_Dog_FN,val_Dog_precision,val_Dog_recall,val_Dog_f1
11,0.0003,0.750080304145813,0.9107983689081102,0.7122668686505899,0.7734431857648103,0.8856713620580808,0.750963797870576,0.750963797870576,1,408732,54778,243470,0.8818191624775974,0.6266954103176527,0.7326836984642863,1361602,264019,993217,0.8375888352820193,0.5782193875622689,0.6841464714367546,8150888,1717258,1479270,0.8259796723720942,0.8463919283567302,0.8360612237106873
12,0.0003,0.7342443648406437,0.913864518422929,0.6895560438617507,0.7649966063706771,0.8870712496054293,0.7432063459982698,0.750963797870576,0,508200,264739,144002,0.6574904358558611,0.7792064421758783,0.7131925844007188,1388037,382955,966782,0.7837624337094646,0.5894453034394551,0.6728553440242433,8283064,1724871,1347094,0.8276496599947933,0.8601171444954477,0.8435711095698477
13,0.0003,0.7405931428500584,0.9147683715820313,0.702896029700112,0.7937843922687613,0.8767124368686868,0.7213948048618173,0.750963797870576,0,501743,446581,150459,0.5290839417751683,0.7693061352157649,0.6269726279181302,1653553,462344,701266,0.7814903088382811,0.7021996170406274,0.7397262491534349,7218944,1255161,2411214,0.8518827652005718,0.7496184382436917,0.7974855375138867
14,0.0003,0.7129303389361926,0.9219931466238839,0.7268981193976408,0.8228873591060224,0.8726926738083964,0.7078148262001619,0.750963797870576,0,510672,482721,141530,0.514068450250802,0.7829966789430148,0.62065331513873,1350146,294198,1004673,0.8210848824820061,0.5733544701312476,0.6752142837476923,8580541,2525842,1049617,0.7725774448801191,0.8910072918845144,0.8275768797140632
15,0.0003,0.6718802230272974,0.9302683415488592,0.8022142866645243,0.7981791418531666,0.8738523664378156,0.6973755608143608,0.750963797870576,0,458751,275895,193451,0.6244517767741112,0.7033879074274426,0.6615735777030014,1145254,167086,1209565,0.8726808601429441,0.48634481036546556,0.6246001286407115,7324759,1221724,2305399,0.8570495021168347,0.7606063161165157,0.8059529760993694
16,0.00015,0.6284035408922605,0.945886472671751,0.8391813326195825,0.8032806170159492,0.8860367838541666,0.7057793287703632,0.750963797870576,0,524034,532759,128168,0.49587194464762263,0.8034841966139201,0.6132656865198151,1249562,106681,1105257,0.921340792173667,0.530640359195333,0.6734255538679133,7892886,1481150,1737272,0.8419944194795062,0.8196008829761664,0.8306467459233616
17,0.00015,0.6163917591316359,0.9498260546487475,0.8502202369406936,0.7437130044335905,0.9039549794823233,0.8098078517797861,0.8098078517797861,1,470065,35323,182137,0.9301071651879164,0.720735293666675,0.8121441912120301,1613556,303897,741263,0.8415100656965212,0.6852144474798247,0.755362013201055,8495026,1586743,1135132,0.8426126406982735,0.8821273752725544,0.8619173509262733
18,0.00015,0.5916080390981265,0.9517609126984127,0.8787064171417857,0.7921473627937012,0.8954746932212753,0.7841489320722834,0.8098078517797861,0,469630,31344,182572,0.9374338788040709,0.7200683223909047,0.8144983890865439,1330979,248089,1023840,0.8428889699493571,0.5652149910460186,0.6766737278156263,8790110,1991594,840048,0.8152802191564518,0.912769032449934,0.8612746793146799
19,0.00015,0.5781795257755689,0.9528818960038442,0.8823995943195011,0.7680516368237095,0.8905973060684975,0.7680574489280412,0.8098078517797861,0,501480,67818,150722,0.8808743399765873,0.7689028859157014,0.8210888202379185,1154186,93778,1200633,0.9248552041565228,0.49013788320885604,0.6407191284310836,7999423,1363204,1630735,0.8543994116181273,0.830663733658367,0.8423643981151212
20,0.00015,0.571198856383562,0.9589926341223338,0.9052175053471644,0.7665895202021668,0.9027585917771465,0.816163866838313,0.816163866838313,1,540658,62975,111544,0.8956733644449376,0.8289732322194531,0.8610334906498065,1438990,156190,915829,0.9020862849333561,0.6110830598869782,0.7286027112868727,8366798,1486645,1263360,0.8491243111671719,0.8688121212549152,0.8588553985782594
21,0.00015,0.5653040507435798,0.9595232476128472,0.900505918232441,0.7978606332039487,0.8875966698232324,0.7574109000888934,0.816163866838313,0,508898,60142,143304,0.8943097146070418,0.7802766627517121,0.8334105721241887,1029751,63251,1325068,0.9421309384612202,0.437295180648702,0.5973343700470101,8038619,1436953,1591539,0.8483518461998908,0.8347338641795901,0.8414877580954818
22,0.00015,0.5716679927280971,0.9588075086805555,0.8886661578289449,0.7596952850403993,0.9070462436868687,0.8200506503577629,0.8200506503577629,1,553271,200171,98931,0.7343246062735985,0.8483123326821927,0.7872135426951794,1760894,189359,593925,0.9029054179124406,0.7477831629522238,0.8180555351140975,8406625,1630531,1223533,0.837550497371964,0.8729477751040006,0.854882873264012
23,0.00015,0.5612009534239769,0.9589820982917907,0.9018048580193311,0.7865602598674055,0.8982614228219697,0.8016259294307968,0.8200506503577629,0,518686,94220,133516,0.846273327394399,0.795284283090196,0.8199869052132676,1452853,141440,901966,0.9112835595464516,0.6169701365582637,0.7357871797474324,8248736,1550384,1381422,0.8417833438104638,0.8565525093150073,0.8491037033316905
24,0.00015,0.571080742329359,0.9593636794317336,0.9025510722044751,0.8028004119793574,0.8945817550505051,0.7909994164950548,0.8200506503577629,0,457532,15877,194670,0.9664624035453283,0.701518854587985,0.8129486958762192,1399950,153560,954869,0.9011528731710713,0.5945042909879673,0.7163931135991333,8134724,1519565,1495434,0.8426020807953846,0.8447134512227101,0.843656440009812
25,0.00015,0.5574456792644092,0.9610317024352059,0.8919404862082887,0.8270055686218151,0.8983115086410984,0.7955076907421378,0.8200506503577629,0,525272,101581,126930,0.8379508433396532,0.8053823815320896,0.8213438777904161,1380242,146312,974577,0.9041553721650141,0.5861350702538047,0.7112132694994423,8348698,1573910,1281460,0.8413814190785318,0.8669326089976916,0.8539659249365551
26,0.00015,0.5344221798436982,0.9665776183113219,0.9180856538574879,0.8325682692769645,0.9013728101325758,0.7993296376195506,0.8200506503577629,0,514968,41918,137234,0.924727861716744,0.789583595266485,0.8518288114612942,1248266,69493,1106553,0.9472642569695904,0.5300899984245052,0.679776435817379,8866217,1970809,763941,0.8181411579154643,0.9206720180499626,0.8663836655799784
27,7.5e-05,0.531136487786259,0.9687542143322173,0.9330511942340451,0.7665592311085134,0.9083559471669823,0.8272255531683118,0.8272255531683118,1,511854,41985,140348,0.9241927708232731,0.7848090008923495,0.8488169092177543,1545077,135672,809742,0.9192788453243113,0.656134080793468,0.7657296272507618,8620572,1632265,1009586,0.8407986979603784,0.8951641291866647,0.8671301230364195
28,7.5e-05,0.5299480322641986,0.9691111585828993,0.9319475128268473,0.7882675904294719,0.9056396237768308,0.8228308950248652,0.8272255531683118,0,517223,25442,134979,0.9531165636257921,0.7930411130293867,0.8657415378245912,1457549,135047,897270,0.915203227937274,0.6189643450303374,0.7384827744229616,8502012,1542302,1128146,0.84645024040467,0.882852804699569,0.8642683728270429
29,7.5e-05,0.5141291816000427,0.9709345499674479,0.9446053779074375,0.7766968502082686,0.9057651959043561,0.8193109219344269,0.8272255531683118,0,513060,23202,139142,0.956733835326744,0.7866581212568992,0.8634001485229802,1382478,60935,972341,0.9577840853587922,0.5870846124479182,0.7279586876479134,8631907,1659852,998251,0.8387202809548875,0.8963411607576939,0.8665739296323871
30,7.5e-05,0.516962930389813,0.9728501238141741,0.9439186066253074,0.7570801709873088,0.9098074001736111,0.8352703547446746,0.8352703547446746,1,520397,37053,131805,0.9335312584088091,0.7979077034415595,0.860407781732955,1571695,115890,783124,0.9313279034833746,0.6674377096498684,0.7776041138734844,8642205,1645160,987953,0.84007955389937,0.8974105097756435,0.8677991686275847
